Date,Open,High,Low,Close,Adj Close,Volume
2016-12-30,115.800003,115.989998,114.980003,115.209999,96.951797,5506700
2017-01-03,115.779999,116.000000,115.230003,115.839996,97.481964,5953000
2017-01-04,115.500000,116.230003,115.309998,115.650002,97.322083,5828900
2017-01-05,116.000000,116.970001,115.440002,116.860001,98.340324,6217200
2017-01-06,116.669998,117.000000,115.760002,116.300003,97.869057,5221400
2017-01-09,116.349998,116.610001,115.889999,116.279999,97.852242,5457500
2017-01-10,116.029999,117.000000,115.870003,116.160004,97.751244,5312800
2017-01-11,116.080002,116.250000,114.019997,114.730003,96.547882,8887200
2017-01-12,114.269997,114.730003,113.370003,114.620003,96.455315,6627300
2017-01-13,114.940002,115.019997,114.440002,114.599998,96.438469,4935200
2017-01-17,113.940002,115.050003,113.669998,114.870003,96.665688,6255400
2017-01-18,114.870003,115.099998,114.410004,114.699997,96.522636,5014600
2017-01-19,114.680000,114.900002,113.919998,114.199997,96.101860,5540800
2017-01-20,114.489998,115.029999,114.080002,114.150002,96.059807,7502400
2017-01-23,114.510002,114.769997,113.800003,113.910004,95.857826,7989800
2017-01-24,112.910004,113.300003,111.150002,111.760002,94.048553,12450300
2017-01-25,111.930000,112.800003,110.760002,112.800003,94.923752,9385500
2017-01-26,112.000000,112.839996,111.599998,111.839996,94.115875,10164300
2017-01-27,112.000000,113.540001,111.900002,113.379997,95.411827,8886100
2017-01-30,113.400002,113.599998,112.849998,113.129997,95.201454,6969400
2017-01-31,112.790001,113.400002,112.430000,113.250000,95.302437,8713400
2017-02-01,112.480003,113.320000,112.470001,113.230003,95.285606,7082300
2017-02-02,112.820000,113.620003,112.769997,113.570000,95.571709,7826300
2017-02-03,113.500000,113.660004,112.660004,113.639999,95.630615,7267600
2017-02-06,113.459999,113.589996,112.620003,113.400002,95.428650,6178400
2017-02-07,113.599998,113.620003,113.050003,113.480003,95.495964,5507900
2017-02-08,113.300003,113.690002,113.150002,113.400002,95.428650,5272000
2017-02-09,113.400002,114.650002,113.400002,114.080002,96.000893,5854600
2017-02-10,114.320000,115.989998,114.230003,115.239998,96.977043,6438500
2017-02-13,115.279999,116.120003,115.220001,115.879997,97.515633,5710800
2017-02-14,115.440002,116.400002,115.320000,116.360001,97.919556,5539100
2017-02-15,115.900002,117.459999,115.589996,117.199997,98.626427,5979700
2017-02-16,117.000000,118.279999,117.000000,118.080002,99.366982,7119300
2017-02-17,118.190002,118.900002,118.050003,118.860001,100.023369,8691400
2017-02-21,118.400002,119.889999,118.320000,119.660004,100.696594,8595100
2017-02-22,119.279999,119.769997,119.250000,119.519997,100.578758,5103900
2017-02-23,119.519997,121.900002,119.480003,121.699997,102.413284,9980900
2017-02-24,121.500000,122.739998,120.900002,122.730003,103.963470,10835000
2017-02-27,122.129997,122.879997,122.099998,122.400002,103.683914,5946200
2017-02-28,122.010002,122.650002,121.940002,122.209999,103.522980,8885500
2017-03-01,122.489998,124.449997,122.419998,123.860001,104.920677,9393900
2017-03-02,123.750000,124.360001,123.019997,123.629997,104.725853,6950200
2017-03-03,123.629997,123.930000,123.230003,123.790001,104.861389,5585200
2017-03-06,123.010002,124.430000,122.599998,123.709999,104.793617,6670700
2017-03-07,122.580002,124.459999,122.389999,123.830002,104.895271,6644000
2017-03-08,123.750000,124.680000,123.500000,124.099998,105.123970,7909900
2017-03-09,124.580002,126.209999,124.169998,125.949997,106.691078,8571100
2017-03-10,126.040001,126.489998,125.540001,126.209999,106.911339,7395400
2017-03-13,125.830002,126.949997,125.790001,126.680000,107.309471,7162500
2017-03-14,126.860001,127.750000,126.769997,127.050003,107.622887,7679700
