Date,XOM Adj Close,JEF Adj Close,TSLA Adj Close,JNJ Adj Close,MSFT Adj Close
11/1/21,61.281265,38.892712,402.863342,155.512558,324.194031
11/2/21,60.524948,39.478439,390.666656,157.964203,327.894897
11/3/21,59.69392,39.775818,404.619995,157.458588,328.751221
11/4/21,60.142117,39.154037,409.970001,157.019806,331.152893
11/5/21,60.711689,39.072937,407.363342,155.903656,330.778839
11/8/21,61.365311,39.099972,387.646667,155.369446,331.694214
11/9/21,61.962898,38.406101,341.166656,155.026031,330.670624
11/10/21,60.742191,37.910484,355.983337,156.704987,325.601532
11/11/21,60.855743,38.838642,354.503326,155.55072,327.205933
11/12/21,60.392063,39.010857,344.473328,157.410904,331.428467
11/15/21,60.912533,38.874901,337.796661,155.989502,330.788696
11/16/21,61.527607,37.488125,351.57666,155.178665,334.174683
11/17/21,60.855743,36.744892,363.003326,155.760559,334.401459
11/18/21,60.193348,36.418594,365.459991,154.921097,336.521576
11/19/21,57.411263,35.883823,379.019989,155.38855,338.335938
11/22/21,58.206139,36.282635,385.623322,153.343323,335.101532
11/23/21,59.739132,36.636127,369.676666,154.29393,332.981476
11/24/21,60.070332,36.23732,372,153.861832,333.208313
11/26/21,57.96011,35.421566,360.640015,152.863205,325.092834
11/29/21,58.281849,34.77803,378.996674,153.391327,331.946106
11/30/21,56.625843,34.061989,381.58667,149.723373,325.990143
12/1/21,56.578533,34.01667,365,151.787811,325.487213
12/2/21,57.988499,35.294674,361.533325,150.837204,324.905426
12/3/21,57.619442,34.54237,338.323334,153.036072,318.515594
12/6/21,58.272388,35.05901,336.33667,156.454346,321.651367
12/7/21,58.925323,35.802246,350.583344,156.85762,330.259918
12/8/21,59.09565,34.968376,356.320007,157.79863,330.309204
12/9/21,59.247063,34.741779,334.600006,159.296539,328.46521
12/10/21,59.625576,34.714592,339.01001,158.902863,337.773895
12/13/21,58.319698,34.01667,322.136658,161.745041,334.677551
12/14/21,58.234531,34.895866,319.503326,163.511795,323.771454
12/15/21,57.979038,34.959312,325.329987,164.327972,329.993652
12/16/21,58.073666,34.651138,308.973328,166.12352,320.379303
12/17/21,56.805641,33.935097,310.856659,161.533783,319.294617
12/20/21,55.982365,32.802109,299.980011,161.072876,315.458771
12/21/21,57.250397,33.980415,312.843323,160.554382,322.736084
12/22/21,57.714077,34.297649,336.290009,161.245728,328.563843
12/23/21,57.742462,35.022758,355.666656,161.552994,330.033112
12/27/21,58.565731,35.430634,364.646667,162.916458,337.685181
12/28/21,58.376476,35.466892,362.823334,163.569427,336.501801
12/29/21,57.865486,35.521271,362.063324,164.721634,337.192078
12/30/21,57.524818,35.339993,356.779999,165.451385,334.598663
12/31/21,57.903332,35.167778,352.26001,164.260773,331.640442
1/3/22,60.127106,35.811314,399.926666,164.712036,330.092255
1/4/22,62.388729,36.536423,383.196655,164.270355,324.432159
1/5/22,63.164688,35.602844,362.706665,165.364975,311.977875
1/6/22,64.650368,36.454849,354.899994,164.798462,309.512634
1/7/22,65.180275,36.599865,342.320007,167.026108,309.670441
1/10/22,64.792297,36.735828,352.706665,166.200333,309.897186
1/11/22,67.517616,37.551575,354.799988,164.433594,310.597382
1/12/22,67.318901,34.071053,368.73999,163.031693,313.841553
1/13/22,66.836281,34.497055,343.853333,162.042679,300.55896
1/14/22,68.009682,34.107307,349.869995,161.159317,305.883881
1/18/22,69.154694,34.089184,343.503326,160.448776,298.438904
1/19/22,69.183075,32.856499,331.883331,159.949478,299.109436
1/20/22,69.33448,32.901814,332.089996,158.672424,297.403534
1/21/22,68.293564,31.959175,314.633331,158.307541,291.911041
1/24/22,68.880272,31.505981,310,156.483185,292.246246
1/25/22,70.905312,31.623816,306.133331,160.957703,284.475922
1/26/22,70.186127,31.69632,312.470001,161.677826,292.581573
1/27/22,71.085114,31.596621,276.366669,163.79985,295.667999
1/28/22,71.236519,32.222019,282.116669,164.952087,303.970917
1/31/22,71.87999,33.209991,312.23999,165.43219,306.653015
2/1/22,76.488419,33.418449,310.416656,164.078323,304.463898
2/2/22,76.289703,33.581604,301.886658,165.893097,309.098511
2/3/22,75.400192,33.536285,297.046661,165.883484,297.05838
2/4/22,77.03727,34.352028,307.773346,164.798462,301.683136
2/7/22,77.96463,34.678337,302.446655,164.251144,296.762573
2/8/22,75.949036,35.276546,307.333344,164.683228,300.322296
2/9/22,75.585457,35.802246,310.666656,164.664047,306.879791
2/10/22,74.858299,34.759911,301.516663,162.676422,298.172668
2/11/22,76.743164,34.330547,286.666656,161.034485,290.934814
2/14/22,75.56633,34.303143,291.920013,159.008484,290.895386
2/15/22,74.619102,34.513252,307.476654,160.650406,296.289215
2/16/22,74.963547,34.705093,307.796661,160.554382,295.94339
2/17/22,74.848747,33.499233,292.116669,159.574982,287.277557
2/18/22,74.016342,33.389606,285.660004,157.864517,284.510803
2/22/22,73.155243,32.677052,273.843323,155.719208,284.303314
2/23/22,73.451836,32.256828,254.679993,155.796524,276.941772
2/24/22,72.523773,31.544273,266.92334,152.820145,291.091705
2/25/22,74.475586,32.905434,269.956665,160.415726,293.779419
2/28/22,75.030525,32.466942,290.143341,159.033829,295.241852
3/1/22,75.748123,30.977884,288.123322,158.483002,291.447449
3/2/22,77.049339,31.827465,293.296661,160.454376,296.625244
3/3/22,77.537285,31.398109,279.763336,162.812286,292.405914
3/4/22,80.455467,30.146568,279.429993,163.778656,286.417877
3/7/22,83.354507,27.81706,268.193329,166.416809,275.5979
3/8/22,83.98597,27.342024,274.799988,163.044235,272.574249
3/9/22,79.211647,28.840216,286.323334,163.662704,285.074036
3/10/22,81.670563,28.228153,279.433319,163.952591,282.198578
3/11/22,81.249588,27.780519,265.116669,163.653015,276.74411
3/14/22,78.340973,29.187359,255.456665,165.914307,273.157257
3/15/22,73.882385,29.443148,267.296661,170.2146,283.740051
3/16/22,73.604935,30.256193,280.07666,168.649109,290.894104
3/17/22,75.56633,30.265327,290.533325,170.852432,291.714203
3/18/22,75.269722,29.890779,301.796661,168.958328,296.862366
3/21/22,78.647148,29.452286,307.053345,169.915039,295.607422
3/22/22,78.302704,29.781155,331.32666,169.112976,300.449249
3/23/22,79.536942,28.895031,333.036682,168.475159,295.933502
3/24/22,79.776138,29.360931,337.973328,169.344879,300.4888
3/25/22,81.517487,29.552773,336.880005,170.968369,300.073761
3/28/22,79.230789,29.196495,363.946655,171.847763,307.010406
3/29/22,78.809807,30.466303,366.523346,171.760773,311.664459
3/30/22,80.158867,30.274464,364.66333,173.548538,310.132843
3/31/22,79.020287,30.009539,359.200012,171.267944,304.648804
4/1/22,79.52739,30.411495,361.529999,172.195633,305.745605
4/4/22,79.565651,30.557659,381.816681,170.533524,311.229706
4/5/22,79.154251,29.698935,363.753326,171.635178,307.188263
4/6/22,80.034485,29.269579,348.58667,176.099731,295.94339
4/7/22,81.37397,29.141682,352.420013,175.645538,297.791199
4/8/22,83.086594,29.726343,341.829987,175.993423,293.443451
4/11/22,80.22583,29.379202,325.309998,173.790131,281.872528
4/12/22,81.900192,28.812813,328.983337,173.848129,278.71051
4/13/22,83.057899,28.721457,340.790009,174.58255,284.204468
4/14/22,84.033813,28.995518,328.333344,173.848129,276.506989
4/18/22,84.722694,29.762886,334.763336,171.683487,277.188812
4/19/22,83.966843,30.786039,342.716675,176.921158,281.912018
4/20/22,84.158195,31.361565,325.733337,177.703903,282.959412
4/21/22,83.268379,30.374952,336.26001,177.191757,277.475342
4/22/22,81.450516,29.30612,335.016663,175.432953,270.775879
4/25/22,78.704567,29.817696,332.67334,179.752579,277.386414
4/26/22,78.733261,28.767136,292.140015,178.4673,267.011108
4/27/22,80.981689,28.895031,293.83667,175.974121,279.85672
4/28/22,83.43103,29.013788,292.503326,177.288376,286.190582
4/29/22,81.565315,28.100258,290.253326,174.389297,274.224426
5/2/22,82.675186,29.105141,300.980011,172.630524,281.091888
5/3/22,84.37825,29.680668,303.083344,172.292282,278.433838
5/4/22,87.736534,30.438898,317.540009,174.138031,286.536438
5/5/22,86.406609,29.845102,291.093323,170.813736,274.056458
5/6/22,87.726974,29.315256,288.549988,170.436874,271.467529
5/9/22,80.809471,29.251307,262.369995,171.364578,261.43808
5/10/22,81.345268,28.721457,266.679993,171.132645,266.299652
5/11/22,83.038757,27.908413,244.666672,170.204941,257.455902
5/12/22,83.415726,27.552137,242.666672,171.886414,252.317719
5/13/22,85.890167,28.317984,256.529999,170.900742,258.019165
5/16/22,87.910309,28.225716,241.456665,172.089355,258.394653
5/17/22,89.03154,29.683599,253.869995,172.804459,263.651489
5/18/22,87.620346,28.548662,236.603333,169.596146,251.647537
5/19/22,88.093971,28.234941,236.473328,168.088608,250.716537
5/20/22,88.789894,27.958128,221.300003,171.026352,250.142059
5/23/22,90.752052,28.807024,224.96666,174.517883,258.154602
5/24/22,91.245018,28.087305,209.386673,176.424103,257.13446
5/25/22,93.081512,28.945429,219.600006,174.692932,260.006744
5/26/22,93.410149,29.923502,235.910004,174.537338,263.35437
5/27/22,94.328392,30.403311,253.210007,176.122604,270.624084
5/31/22,92.791534,30.467903,252.753326,174.605423,269.267212
6/1/22,94.57003,29.489828,246.789993,172.835342,269.811951
6/2/22,94.405716,30.034227,258.333344,172.290695,271.951233
6/3/22,95.778259,29.462147,234.516663,171.580704,267.434906
6/6/22,95.536621,29.877367,238.279999,171.561279,266.177063
6/7/22,99.915222,29.923502,238.886673,173.448044,269.891174
6/8/22,101.094437,29.111517,241.866669,172.417114,267.821167
6/9/22,98.909981,27.773588,239.706665,168.945068,262.255005
6/10/22,97.102478,26.334158,232.229996,167.816864,250.567947
6/13/22,92.646553,24.977774,215.736664,166.124588,239.940689
6/14/22,92.888191,25.180771,220.889999,163.576462,242.149338
6/15/22,91.718636,25.669807,233,165.327103,249.349731
6/16/22,88.335609,24.28574,213.100006,165.414642,242.624725
6/17/22,83.241745,24.405693,216.759995,164.811646,245.279068
6/21/22,88.422607,24.950094,237.036667,168.264267,251.310776
6/22/22,84.923592,24.996229,236.08667,170.919388,250.706635
6/23/22,82.36216,24.793232,235.070007,174.731857,256.381775
6/24/22,83.995667,25.679037,245.706665,177.289688,265.137146
6/27/22,86.054489,25.798986,244.919998,177.124359,262.354034
6/28/22,88.441933,26.066572,232.66333,172.086456,254.024551
6/29/22,85.174904,25.743624,228.490005,172.135071,257.768372
6/30/22,82.777786,25.485264,224.473328,172.640808,254.371201
7/1/22,84.623955,25.771307,227.263336,174.595688,257.094818
7/5/22,81.975517,26.085026,233.066666,173.25354,260.333557
7/6/22,80.496658,25.577536,231.733337,173.409149,263.661377
7/7/22,83.067757,26.038893,244.543335,173.603668,265.830444
7/8/22,83.203079,26.001984,250.763336,173.389694,265.097504
7/11/22,82.777786,25.900484,234.343338,173.457794,261.977692
7/12/22,81.675888,25.983528,233.070007,171.026367,251.241455
7/13/22,82.004524,25.863575,237.039993,170.627609,250.300522
7/14/22,80.361336,25.346857,238.313339,170.861008,251.647537
7/15/22,81.714554,26.149618,240.066666,173.341064,254.262238
7/18/22,83.222404,25.872803,240.546661,169.45079,251.815887
7/19/22,85.319878,26.989283,245.529999,166.980453,257.045349
7/20/22,86.257469,28.059628,247.5,166.027344,259.759125
7/21/22,84.817261,28.622482,271.706665,166.610886,262.304504
7/22/22,84.169647,28.807024,272.243347,167.398666,257.867401
7/25/22,86.97274,28.576345,268.433319,167.729355,256.35202
7/26/22,86.63443,28.410255,258.859985,168.915863,249.488373
7/27/22,88.50959,29.38833,274.820007,168.449036,266.167145
7/28/22,89.543831,29.849684,280.899994,169.421616,273.763763
7/29/22,93.69046,30.052681,297.149994,169.732849,278.052277
8/1/22,91.322342,30.117271,297.276672,169.139572,275.34845
8/2/22,90.926033,29.905046,300.58667,168.176727,272.188965
8/3/22,87.977966,30.283358,307.396667,169.800919,279.765717
8/4/22,84.275986,30.467903,308.633331,167.077713,280.934448
8/5/22,85.493858,30.430992,288.170013,166.416382,280.201508
8/8/22,85.977158,30.53249,290.42334,165.531342,277.636292
8/9/22,87.562347,30.652445,283.333344,165.511887,279.597351
8/10/22,88.393608,31.492113,294.356659,165.988434,286.391663
8/11/22,90.950645,31.851963,286.630005,162.555267,284.272125
8/12/22,91.74118,32.447678,300.029999,160.765747,289.115356
8/15/22,90.101547,32.587299,309.320007,161.534073,290.660461
8/16/22,89.262222,32.475605,306.563324,162.97348,289.907715
8/17/22,89.984428,32.55938,303.996674,162.9832,289.143463
8/18/22,92.112045,32.726913,302.869995,162.195435,288.002014
8/19/22,91.81926,31.730961,296.666656,164.665741,284.012054
8/22/22,91.750938,30.697775,289.91333,164.088089,275.674805
8/23/22,95.645058,30.828087,296.453339,162.6586,274.374634
8/24/22,96.211128,30.986322,297.09668,162.120087,273.729492
8/25/22,96.70887,31.358643,296.070007,163.63768,276.766632
8/26/22,95.518188,30.157911,288.089996,160.837448,266.087006
8/29/22,97.714127,29.953135,284.820007,159.593979,263.248383
8/30/22,93.995667,29.850748,277.700012,159.035904,261.005249
8/31/22,93.292976,29.869364,275.609985,157.968689,259.516449
9/1/22,91.614304,29.664587,277.160004,161.885086,258.454468
9/2/22,93.292976,29.320192,270.209991,159.339432,254.146866
9/6/22,92.66835,29.683205,274.420013,159.770218,251.357864
9/7/22,91.877815,30.297531,283.700012,160.641647,256.161713
9/8/22,92.629318,30.977016,289.26001,161.934036,256.588501
9/9/22,94.181114,31.703037,299.679993,162.247375,262.4841
9/12/22,95.264435,31.656498,304.420013,162.178833,264.657715
9/13/22,93.03923,30.679157,292.130005,157.958893,250.107285
9/14/22,95.32299,30.679157,302.609985,161.219315,250.335571
9/15/22,92.551247,31.070095,303.75,161.630524,243.546677
9/16/22,90.970161,30.567465,303.350006,164.09787,242.911453
9/19/22,90.960403,31.246944,309.070007,162.80545,242.693085
9/20/22,90.218674,30.567465,308.730011,161.522812,240.638565
9/21/22,88.764473,30.120678,300.799988,159.868134,237.164703
9/22/22,88.393608,28.845482,288.589996,162.70755,239.179535
9/23/22,83.68943,27.905376,275.329987,163.236267,236.14241
9/26/22,81.961967,27.197968,276.01001,162.237564,235.675903
9/27/22,83.679665,27.058348,282.940002,161.493454,234.643692
9/28/22,86.724693,27.672676,287.809998,162.883789,239.268875
9/29/22,86.549019,27.086273,268.209991,161.09201,235.72554
9/30/22,85.211945,27.458591,265.25,159.946472,231.159897
10/3/22,89.711159,28.556936,242.399994,159.78981,238.94133
10/4/22,92.980659,30.493,249.440002,162.159225,247.020523
10/5/22,96.738152,30.362686,240.809998,161.659912,247.33812
10/6/22,99.607498,30.232376,238.130005,158.526764,244.946121
10/7/22,98.602257,29.310884,223.070007,156.852493,232.489914
10/10/22,96.464874,29.469118,222.960007,157.058121,227.537186
10/11/22,95.645058,29.022337,216.5,159.329636,223.725876
10/12/22,96.064728,28.994411,217.240005,159.290482,224.063324
10/13/22,99.422073,29.357424,221.720001,161.699051,232.489914
10/14/22,96.806473,28.705862,204.990005,161.023499,226.852341
10/17/22,98.20211,29.45981,219.350006,163.108978,235.755325
10/18/22,98.377785,30.334764,220.190002,162.541092,236.718063
10/19/22,101.295929,30.120678,222.039993,161.248672,234.71315
10/20/22,101.432564,29.664587,207.279999,161.659912,234.38562
10/21/22,103.316193,30.576771,214.440002,165.184677,240.311005
10/24/22,104.038406,30.90255,211.25,167.407242,245.40271
10/25/22,103.335701,30.90255,222.419998,167.142883,248.787216
10/26/22,104.56543,31.302795,224.639999,168.611542,229.591721
10/27/22,104.965576,31.507572,225.089996,168.709457,225.055847
10/28/22,108.039879,31.954355,228.520004,171.215958,234.107712
10/31/22,108.147232,32.02882,227.539993,170.334778,230.395676
11/1/22,109.22081,31.619265,227.820007,169.473145,226.465256
11/2/22,106.976074,31.851963,214.979996,166.868729,218.455551
11/3/22,108.430275,31.116636,215.309998,167.152679,212.649246
11/4/22,109.611198,31.703037,207.470001,167.896805,219.735916
11/7/22,110.909233,31.991587,197.080002,169.365448,226.167496
11/8/22,111.260582,32.131207,191.300003,170.207474,227.160019
11/9/22,106.283142,31.479645,177.589996,168.846512,222.832596
11/10/22,107.844696,34.146778,190.720001,170.824326,241.164597
11/11/22,111.211784,35.264339,195.970001,165.713394,245.263733
11/14/22,111.536446,34.644516,190.949997,168.317795,239.745285
11/15/22,112.284157,35.377041,194.419998,168.787781,240.162155
11/16/22,111.083893,34.916862,186.919998,169.835434,240.600082
11/17/22,111.231461,35.02956,183.169998,171.206177,240.550308
11/18/22,110.267311,35.311302,180.190002,172.518158,240.092468
11/21/22,109.17527,34.794777,167.869995,173.405045,240.918594
11/22/22,112.333344,35.339474,169.910004,174.242676,243.884659
11/23/22,111.772568,35.377041,183.199997,174.429886,246.422745
11/25/22,111.379036,35.790253,182.860001,174.656555,246.333176
11/28/22,108.034027,35.067127,182.919998,174.745239,240.629944
11/29/22,108.75222,35.04834,180.830002,173.5233,239.206635
11/30/22,109.539268,35.677559,194.699997,175.405472,253.947403
12/1/22,109.008011,35.70573,194.699997,176.134689,253.499496
12/2/22,108.083214,35.433388,194.860001,176.272644,253.827972
12/5/22,105.121895,33.893211,182.449997,176.174088,249.030487
12/6/22,102.199928,33.724167,179.820007,173.533157,243.974228
12/7/22,101.973656,33.386082,174.039993,174.587555,243.227753
12/8/22,102.731194,33.630257,173.440002,174.617111,246.243576
12/9/22,101.865433,33.555126,179.050003,173.178406,244.272827
12/12/22,104.374184,34.109211,167.820007,175.247787,251.329697
12/13/22,105.515427,34.672691,160.949997,176.597824,255.719086
12/14/22,104.738205,34.034081,156.800003,177.139801,256.0177
12/15/22,103.734703,32.766258,157.669998,174.902893,247.846039
12/16/22,103.006668,32.831993,150.229996,173.109421,243.546249
12/19/22,103.46907,32.86956,149.869995,172.92218,239.326065
12/20/22,104.964485,33.057384,137.800003,173.109421,240.669754
12/21/22,106.312325,33.498775,137.570007,175.090118,243.28746
12/22/22,104.16758,32.437561,125.349998,174.4496,237.07663
12/23/22,106.922302,32.813213,123.150002,174.893036,237.614105
12/27/22,108.407875,32.493908,109.099998,174.84375,235.852386
12/28/22,106.627151,32.249733,112.709999,174.084991,233.433731
12/29/22,107.433884,32.465733,121.82,174.971878,239.883453
12/30/22,108.516098,32.19339,123.18,174.075134,238.69902
1/3/23,104.787399,32.137039,108.099998,175.592682,238.460129
1/4/23,105.092377,36.325558,113.639999,177.50441,228.029114
1/5/23,107.443726,34.81356,110.339996,176.193802,221.270859
1/6/23,108.742378,35.170425,113.059998,177.62265,223.878616
1/9/23,106.715698,35.452168,119.769997,173.020737,226.058365
1/10/23,108.309494,36.785732,118.849998,172.606857,227.780289
1/11/23,109.568802,37.048687,123.220001,172.330948,234.667953
1/12/23,111.388878,37.799992,123.559998,171.46376,237.395126
1/13/23,111.320007,38.006603,122.400002,170.902069,238.111755
1/17/23,111.103569,37.642895,131.490005,169.847672,239.226532
1/18/23,108.821091,37.29908,128.779999,167.285568,234.707748
1/19/23,109.5196,36.807915,127.169998,167.058929,230.845886
1/20/23,111.516769,37.397312,133.419998,166.280441,239.097153
1/23/23,110.93631,37.898304,143.75,165.856689,241.446106
1/24/23,111.969322,37.750954,143.889999,165.856689,240.90863
1/25/23,111.379036,38.261765,144.429993,167.0392,239.485321
1/26/23,115.855446,38.526993,160.270004,166.428253,246.840775
1/27/23,113.740219,38.438587,177.899994,165.777878,247.000031
1/30/23,111.723373,38.035828,166.660004,159.638672,241.575516
1/31/23,114.133751,38.585934,173.220001,161.037979,246.651672
2/1/23,112.884293,38.743103,181.410004,162.516113,251.568573
2/2/23,109.352356,39.136036,188.270004,163.127075,263.36319
2/3/23,110.109894,38.929749,189.979996,162.210632,257.142395
2/6/23,109.922974,38.792225,194.759995,160.978867,255.569778
2/7/23,113.061378,38.998512,196.809998,161.018265,266.309357
2/8/23,112.077545,38.713634,201.289993,161.22522,265.483246
2/9/23,112.500595,38.271587,207.320007,159.047409,262.387756
2/10/23,117.242645,38.410179,196.889999,159.786484,261.870209
2/13/23,116.786598,39.152645,194.639999,160.377747,270.051788
2/14/23,115.418465,38.984356,209.25,159.678085,270.897797
2/15/23,115.07148,38.905155,214.240005,157.047012,268.732544
2/16/23,114.734406,38.182491,202.039993,155.933487,261.578156
2/17/23,110.322685,38.637867,208.309998,159.188919,257.497101
2/21/23,110.213631,37.469723,197.369995,156.816818,252.118851
2/22/23,108.786026,37.281635,200.860001,156.598465,250.96138
2/23/23,109.787331,37.54892,202.070007,156.548843,254.214279
2/24/23,109.797249,37.291531,196.880005,154.802017,248.676376
2/27/23,109.598969,37.242035,207.630005,154.464569,249.614334
2/28/23,108.964478,37.410328,205.710007,152.112305,248.875946
3/1/23,109.936043,37.063843,202.770004,151.42749,245.732819
3/2/23,110.441658,36.766857,190.899994,151.30838,250.562256
3/3/23,111.839523,36.974747,197.789993,152.866623,254.733124
3/6/23,112.830917,36.420376,193.809998,154.395096,256.309692
3/7/23,110.649849,35.559113,187.710007,152.936096,253.595612
3/8/23,109.033875,35.598713,182,151.81456,253.146606
3/9/23,108.191177,34.183079,172.919998,150.107452,251.769623
3/10/23,106.852798,32.688251,173.440002,150.47467,248.047745
3/13/23,105.623466,30.173771,174.479996,151.913803,253.366119
3/14/23,106.020027,31.688396,183.259995,152.767365,260.221161
3/15/23,100.745796,30.599451,180.449997,153.194153,264.860992
3/16/23,100.160866,30.886538,184.130005,152.876541,275.597534
3/17/23,98.981102,29.728292,180.130005,151.238907,278.820465
3/20/23,101.568649,30.441057,183.25,152.737595,271.6362
3/21/23,106.119164,31.04493,197.580002,152.737595,273.1828
3/22/23,103.690239,30.292564,191.149994,149.918869,271.696075
3/23/23,102.520393,29.579798,192.220001,149.998276,277.054352
3/24/23,102.639359,29.12442,190.410004,151.506882,279.958008
3/27/23,104.889832,29.847086,191.809998,152.152023,275.77713
3/28/23,106.198479,29.896584,189.190002,150.683105,274.629669
3/29/23,108.022644,30.827139,193.880005,152.161942,279.898132
3/30/23,108.54808,30.668747,195.279999,152.281036,283.430389
3/31/23,108.716629,31.421112,207.460007,153.839279,287.671112
4/3/23,115.130959,31.282518,194.770004,155.67543,286.603485
4/4/23,114.03051,30.896435,192.580002,157.303162,286.553558
4/5/23,115.983566,30.718245,185.520004,164.369827,283.719757
4/6/23,114.060257,31.104326,185.059998,163.913269,290.963928
4/10/23,113.554642,31.183523,184.509995,163.089493,288.758759
4/11/23,114.357674,31.134026,186.789993,163.039871,282.213043
4/12/23,114.238708,30.262865,180.539993,162.69249,282.871613
4/13/23,114.774055,30.728146,185.899994,164.866089,289.207764
